0.06169621;151.0
-0.05147406;75.0
0.04445121;141.0
-0.01159501;206.0
-0.03638469;135.0
-0.04069594;97.0
-0.04716281;138.0
-0.00189471;63.0
0.06169621;110.0
0.03906215;310.0
-0.08380842;101.0
0.01750591;69.0
-0.02884001;179.0
-0.00189471;185.0
-0.02560657;118.0
-0.01806189;171.0
0.04229559;166.0
0.01211685;144.0
-0.0105172;97.0
-0.01806189;168.0
-0.05686312;68.0
-0.02237314;49.0
-0.00405033;68.0
0.06061839;245.0
0.03582872;184.0
-0.01267283;202.0
-0.07734155;137.0
0.05954058;85.0
-0.02129532;131.0
-0.00620595;283.0
0.04445121;129.0
-0.06548562;59.0
0.12528712;341.0
-0.05039625;87.0
-0.06332999;65.0
-0.03099563;102.0
0.02289497;265.0
0.01103904;276.0
0.07139652;252.0
0.01427248;90.0
-0.00836158;100.0
-0.06764124;55.0
-0.0105172;61.0
-0.02345095;92.0
0.06816308;259.0
-0.03530688;53.0
-0.01159501;190.0
-0.0730303;142.0
-0.04177375;75.0
0.01427248;142.0
-0.00728377;155.0
0.0164281;225.0
-0.00943939;59.0
-0.01590626;104.0
0.0250506;182.0
-0.04931844;128.0
0.04121778;52.0
-0.06332999;37.0
-0.06440781;170.0
-0.02560657;170.0
-0.00405033;61.0
0.00457217;144.0
-0.00728377;52.0
-0.0374625;128.0
-0.02560657;71.0
-0.02452876;163.0
-0.01806189;150.0
-0.01482845;97.0
-0.02991782;160.0
-0.046085;178.0
-0.06979687;48.0
0.03367309;270.0
-0.00405033;202.0
-0.02021751;111.0
0.00241654;85.0
-0.03099563;42.0
0.02828403;170.0
-0.03638469;200.0
-0.05794093;252.0
-0.0374625;113.0
0.01211685;143.0
-0.02237314;51.0
-0.03530688;52.0
0.00996123;210.0
-0.03961813;65.0
0.07139652;141.0
-0.07518593;55.0
-0.00620595;134.0
-0.04069594;42.0
-0.04824063;111.0
-0.02560657;98.0
0.0519959;164.0
0.00457217;48.0
-0.06440781;96.0
-0.01698407;90.0
-0.05794093;162.0
0.00996123;150.0
0.08864151;279.0
-0.00512814;92.0
-0.06440781;83.0
0.01750591;128.0
-0.04500719;102.0
0.02828403;302.0
0.04121778;198.0
0.06492964;95.0
-0.03207344;53.0
-0.07626374;134.0
0.04984027;144.0
0.04552903;232.0
-0.00943939;81.0
-0.03207344;104.0
0.00457217;59.0
0.02073935;246.0
0.01427248;297.0
0.11019775;258.0
0.00133873;229.0
0.05846277;275.0
-0.02129532;281.0
-0.0105172;179.0
-0.04716281;200.0
0.00457217;200.0
0.01750591;173.0
0.08109682;180.0
0.0347509;84.0
0.02397278;121.0
-0.00836158;161.0
-0.06117437;99.0
-0.00189471;109.0
-0.06225218;115.0
0.0164281;268.0
0.09618619;274.0
-0.06979687;158.0
-0.02129532;107.0
-0.05362969;83.0
0.0433734;103.0
0.05630715;272.0
-0.0816528;85.0
0.04984027;280.0
0.11127556;336.0
0.06169621;281.0
0.01427248;118.0
0.04768465;317.0
0.01211685;235.0
0.00564998;60.0
0.04660684;174.0
0.12852056;259.0
0.05954058;178.0
0.09295276;128.0
0.01535029;96.0
-0.00512814;126.0
0.0703187;288.0
-0.00405033;88.0
-0.00081689;292.0
-0.04392938;71.0
0.02073935;197.0
0.06061839;186.0
-0.0105172;25.0
-0.03315126;84.0
-0.06548562;96.0
0.0433734;195.0
-0.06225218;53.0
0.06385183;217.0
0.03043966;172.0
0.07247433;131.0
-0.0191397;214.0
-0.06656343;59.0
-0.06009656;70.0
0.06924089;220.0
0.05954058;268.0
-0.02668438;152.0
-0.02021751;47.0
-0.046085;74.0
0.07139652;295.0
-0.07949718;101.0
0.00996123;151.0
-0.03854032;127.0
0.01966154;237.0
0.02720622;225.0
-0.00836158;81.0
-0.01590626;151.0
0.00457217;107.0
-0.04285156;64.0
0.00564998;138.0
-0.03530688;185.0
0.02397278;265.0
-0.01806189;101.0
0.04229559;137.0
-0.0547075;143.0
-0.00297252;141.0
-0.06656343;79.0
-0.01267283;292.0
-0.04177375;178.0
-0.03099563;91.0
-0.00512814;116.0
-0.05901875;86.0
0.0250506;122.0
-0.046085;72.0
0.00349435;129.0
0.05415152;142.0
-0.04500719;90.0
-0.05794093;158.0
-0.05578531;39.0
0.00133873;196.0
0.03043966;222.0
0.00672779;277.0
0.04660684;99.0
0.02612841;196.0
0.04552903;202.0
0.04013997;155.0
-0.01806189;77.0
0.01427248;191.0
0.03690653;70.0
0.00349435;73.0
-0.07087468;49.0
-0.03315126;65.0
0.09403057;263.0
0.03582872;248.0
0.03151747;296.0
-0.06548562;214.0
-0.04177375;185.0
-0.03961813;78.0
-0.03854032;93.0
-0.02560657;252.0
-0.02345095;150.0
-0.06656343;77.0
0.03259528;208.0
-0.046085;77.0
-0.02991782;108.0
-0.01267283;160.0
-0.01590626;53.0
0.07139652;220.0
-0.03099563;154.0
0.00026092;259.0
0.03690653;90.0
0.03906215;246.0
-0.01482845;124.0
0.00672779;67.0
-0.06871905;72.0
-0.00943939;257.0
0.01966154;262.0
0.07462995;275.0
-0.00836158;177.0
-0.02345095;71.0
-0.046085;47.0
0.05415152;187.0
-0.03530688;125.0
-0.03207344;78.0
-0.0816528;51.0
0.04768465;258.0
0.06061839;215.0
0.05630715;303.0
0.09834182;243.0
0.05954058;91.0
0.03367309;150.0
0.05630715;310.0
-0.06548562;153.0
0.16085492;346.0
-0.05578531;63.0
-0.02452876;89.0
-0.03638469;50.0
-0.00836158;39.0
-0.04177375;103.0
0.12744274;308.0
-0.07734155;116.0
0.02828403;145.0
-0.02560657;74.0
-0.06225218;45.0
-0.00081689;115.0
0.08864151;264.0
-0.03207344;87.0
0.03043966;202.0
0.00888341;127.0
0.00672779;182.0
-0.02021751;241.0
-0.02452876;66.0
-0.01159501;94.0
0.02612841;283.0
-0.05901875;64.0
-0.03638469;102.0
-0.02452876;200.0
0.01858372;265.0
-0.0902753;94.0
-0.00512814;230.0
-0.05255187;181.0
-0.02237314;156.0
-0.02021751;233.0
-0.0547075;60.0
-0.00620595;219.0
-0.01698407;80.0
0.05522933;68.0
0.07678558;332.0
0.01858372;248.0
-0.02237314;84.0
0.09295276;200.0
-0.03099563;55.0
0.03906215;85.0
-0.06117437;89.0
-0.00836158;31.0
-0.0374625;129.0
-0.01375064;83.0
0.07355214;275.0
-0.02452876;65.0
0.03367309;198.0
0.0347509;236.0
-0.03854032;253.0
-0.03961813;124.0
-0.00189471;44.0
-0.03099563;172.0
-0.046085;114.0
0.00133873;142.0
0.06492964;109.0
0.04013997;180.0
-0.02345095;144.0
0.05307371;163.0
0.04013997;147.0
-0.02021751;97.0
0.01427248;220.0
-0.03422907;190.0
0.00672779;109.0
0.00457217;191.0
0.03043966;122.0
0.0519959;230.0
0.06169621;242.0
-0.00728377;248.0
0.00564998;249.0
0.05415152;192.0
-0.00836158;131.0
0.114509;237.0
0.06708527;78.0
-0.05578531;135.0
0.03043966;244.0
-0.02560657;199.0
0.10480869;270.0
-0.00620595;164.0
-0.04716281;72.0
-0.04824063;96.0
0.08540807;306.0
-0.01267283;91.0
-0.03315126;214.0
-0.00728377;95.0
-0.01375064;216.0
0.05954058;263.0
0.02181716;178.0
0.01858372;113.0
-0.01159501;200.0
-0.00297252;139.0
0.01750591;139.0
-0.02991782;88.0
-0.02021751;148.0
-0.05794093;88.0
0.06061839;243.0
-0.04069594;71.0
-0.07195249;77.0
-0.05578531;109.0
0.04552903;272.0
-0.00943939;60.0
-0.03315126;54.0
0.04984027;221.0
-0.08488624;90.0
0.00564998;311.0
0.02073935;281.0
-0.00728377;182.0
0.10480869;321.0
-0.02452876;58.0
-0.00620595;262.0
-0.03854032;206.0
0.13714305;233.0
0.17055523;242.0
0.00241654;123.0
0.03798434;167.0
-0.05794093;63.0
-0.00943939;197.0
-0.02345095;71.0
-0.0105172;168.0
-0.03422907;140.0
-0.00297252;217.0
0.06816308;121.0
0.00996123;235.0
0.00241654;245.0
-0.03854032;40.0
0.02612841;52.0
-0.08919748;104.0
0.06061839;132.0
-0.02884001;88.0
-0.02991782;69.0
-0.0191397;219.0
-0.04069594;72.0
0.01535029;201.0
-0.02452876;110.0
0.00133873;51.0
0.06924089;277.0
-0.06979687;63.0
-0.02991782;118.0
-0.046085;69.0
0.01858372;273.0
0.00133873;258.0
-0.03099563;43.0
-0.00405033;198.0
0.01535029;242.0
0.02289497;232.0
0.04552903;175.0
-0.04500719;93.0
-0.03315126;168.0
0.097264;275.0
0.05415152;293.0
0.12313149;281.0
-0.08057499;72.0
0.09295276;140.0
-0.05039625;189.0
-0.01159501;181.0
-0.0277622;209.0
0.05846277;136.0
0.08540807;261.0
-0.00081689;113.0
0.00672779;131.0
0.00888341;174.0
0.08001901;257.0
0.07139652;55.0
-0.02452876;84.0
-0.0547075;42.0
-0.03638469;146.0
0.0164281;212.0
0.07786339;233.0
-0.03961813;91.0
0.01103904;111.0
-0.04069594;152.0
-0.03422907;120.0
0.00564998;67.0
0.08864151;310.0
-0.03315126;94.0
-0.05686312;183.0
-0.03099563;66.0
0.05522933;173.0
-0.06009656;72.0
0.00133873;49.0
-0.02345095;64.0
-0.07410811;48.0
0.01966154;178.0
-0.01590626;104.0
-0.01590626;132.0
0.03906215;220.0
-0.0730303;57.0
